ID;date;ship
CARD;01-Jan-07;850
CARD;01-Feb-07;860
CARD;01-Mar-07;870
CARD;01-Apr-07;880
CARD;01-May-07;890
CARD;01-Jun-07;900
CARD;01-Jul-07;910
CARD;01-Aug-07;920
CARD;01-Sep-07;930
CARD;01-Oct-07;940
CARD;01-Nov-07;950
CARD;01-Dec-07;960
CARD;01-Jan-08;970
CARD;01-Feb-08;980
CARD;01-Mar-08;990
CARD;01-Apr-08;1000
CARD;01-May-08;1010
CARD;01-Jun-08;1020
CARD;01-Jul-08;1030
CARD;01-Aug-08;1040
CARD;01-Sep-08;1050
CARD;01-Oct-08;1060
CARD;01-Nov-08;1070
CARD;01-Dec-08;1080
CARD;01-Jan-09;1090
CARD;01-Feb-09;1100
CARD;01-Mar-09;1110
CARD;01-Apr-09;1120
CARD;01-May-09;1130
CARD;01-Jun-09;1140
CARD;01-Jul-09;1150
CARD;01-Aug-09;1160
CARD;01-Sep-09;1170
CARD;01-Oct-09;1180
CARD;01-Nov-09;1190
CARD;01-Dec-09;1200
CARD;01-Jan-10;1210
CARD;01-Feb-10;1220
CARD;01-Mar-10;1230
CARD;01-Apr-10;1240
CARD;01-May-10;1250
CARD;01-Jun-10;1260
CARD;01-Jul-10;1250
CARD;01-Aug-10;1240
CARD;01-Sep-10;1230
CARD;01-Oct-10;1220
CARD;01-Nov-10;1210
CARD;01-Dec-10;1200
CARD;01-Jan-11;1190
CARD;01-Feb-11;1180
CARD;01-Mar-11;1170
CARD;01-Apr-11;1160
CARD;01-May-11;1150
CARD;01-Jun-11;1140
CARD;01-Jul-11;1130
CARD;01-Aug-11;1120
CARD;01-Sep-11;1110
CARD;01-Oct-11;1100
CARD;01-Nov-11;1090
CARD;01-Dec-11;1080
CARD;01-Jan-12;1070
CARD;01-Feb-12;1060
CARD;01-Mar-12;1050
CARD;01-Apr-12;1040
CARD;01-May-12;1030
CARD;01-Jun-12;1020
CARD;01-Jul-12;1010
CARD;01-Aug-12;1000
CARD;01-Sep-12;990
CARD;01-Oct-12;980
CARD;01-Nov-12;970
CARD;01-Dec-12;960
CARD;01-Jan-13;950
CARD;01-Feb-13;940
CARD;01-Mar-13;930
CARD;01-Apr-13;920
CARD;01-May-13;910
CARD;01-Jun-13;900
CARD;01-Jul-13;890
CARD;01-Aug-13;880
CARD;01-Sep-13;870
CARD;01-Oct-13;860
CARD;01-Nov-13;850
CARD;01-Dec-13;840
CARD;01-Jan-14;830
CARD;01-Feb-14;820
CARD;01-Mar-14;810
CARD;01-Apr-14;800
CARD;01-May-14;790
CARD;01-Jun-14;780
CARD;01-Jul-14;770
CARD;01-Aug-14;760
CARD;01-Sep-14;750
CARD;01-Oct-14;740
CARD;01-Nov-14;730
CARD;01-Dec-14;720
CARD;01-Jan-15;710
CARD;01-Feb-15;700
CARD;01-Mar-15;690
CARD;01-Apr-15;680
CARD;01-May-15;670
CARD;01-Jun-15;660
CARD;01-Jul-15;650
CARD;01-Aug-15;640
CARD;01-Sep-15;630
CARD;01-Oct-15;620
CARD;01-Nov-15;610
CARD;01-Dec-15;600
CARD;01-Jan-16;590
CARD;01-Feb-16;580
CARD;01-Mar-16;570
CARD;01-Apr-16;560
CARD;01-May-16;550
CARD;01-Jun-16;540
CARD;01-Jul-16;530
CARD;01-Aug-16;520
CARD;01-Sep-16;510
CARD;01-Oct-16;500
CARD;01-Nov-16;490
CARD;01-Dec-16;480
CARD;01-Jan-17;470
CARD;01-Feb-17;460
CARD;01-Mar-17;450
CARD;01-Apr-17;440
CARD;01-May-17;430
CARD;01-Jun-17;420
CARD;01-Jul-17;410
CARD;01-Aug-17;400
CARD;01-Sep-17;390
CARD;01-Oct-17;380
CARD;01-Nov-17;370
CARD;01-Dec-17;360
CARD;01-Jan-18;350
CARD;01-Feb-18;340
CARD;01-Mar-18;330
CARD;01-Apr-18;320
CARD;01-May-18;310
CARD;01-Jun-18;300
CARD;01-Jul-18;290
CARD;01-Aug-18;280
CARD;01-Sep-18;270
CARD;01-Oct-18;260
CARD;01-Nov-18;250
CARD;01-Dec-18;240
CARD;01-Jan-19;230
CARD;01-Feb-19;220
CARD;01-Mar-19;210
CARD;01-Apr-19;200
CARD;01-May-19;190
CARD;01-Jun-19;180
CARD;01-Jul-19;170
CARD;01-Aug-19;160
CARD;01-Sep-19;150
CARD;01-Oct-19;140
CARD;01-Nov-19;130
CARD;01-Dec-19;120
CARD;01-Jan-20;110
CARD;01-Feb-20;100
CARD;01-Mar-20;90
CARD;01-Apr-20;80
CARD;01-May-20;70
CARD;01-Jun-20;60
CARD;01-Jul-20;50
CARD;01-Aug-20;40
CARD;01-Sep-20;30
CARD;01-Oct-20;20
PWR;01-Jan-00;10
PWR;01-Feb-00;20
PWR;01-Mar-00;30
PWR;01-Apr-00;40
PWR;01-May-00;50
PWR;01-Jun-00;60
PWR;01-Jul-00;70
PWR;01-Aug-00;80
PWR;01-Sep-00;90
PWR;01-Oct-00;100
PWR;01-Nov-00;110
PWR;01-Dec-00;120
PWR;01-Jan-01;130
PWR;01-Feb-01;140
PWR;01-Mar-01;150
PWR;01-Apr-01;160
PWR;01-May-01;170
PWR;01-Jun-01;180
PWR;01-Jul-01;190
PWR;01-Aug-01;200
PWR;01-Sep-01;210
PWR;01-Oct-01;220
PWR;01-Nov-01;230
PWR;01-Dec-01;240
PWR;01-Jan-02;250
PWR;01-Feb-02;260
PWR;01-Mar-02;270
PWR;01-Apr-02;280
PWR;01-May-02;290
PWR;01-Jun-02;300
PWR;01-Jul-02;310
PWR;01-Aug-02;320
PWR;01-Sep-02;330
PWR;01-Oct-02;340
PWR;01-Nov-02;350
PWR;01-Dec-02;360
PWR;01-Jan-03;370
PWR;01-Feb-03;380
PWR;01-Mar-03;390
PWR;01-Apr-03;400
PWR;01-May-03;410
PWR;01-Jun-03;420
PWR;01-Jul-03;430
PWR;01-Aug-03;440
PWR;01-Sep-03;450
PWR;01-Oct-03;460
PWR;01-Nov-03;470
PWR;01-Dec-03;480
PWR;01-Jan-04;490
PWR;01-Feb-04;500
PWR;01-Mar-04;510
PWR;01-Apr-04;520
PWR;01-May-04;530
PWR;01-Jun-04;540
PWR;01-Jul-04;550
PWR;01-Aug-04;560
PWR;01-Sep-04;570
PWR;01-Oct-04;580
PWR;01-Nov-04;590
PWR;01-Dec-04;600
PWR;01-Jan-05;610
PWR;01-Feb-05;620
PWR;01-Mar-05;630
PWR;01-Apr-05;640
PWR;01-May-05;650
PWR;01-Jun-05;660
PWR;01-Jul-05;670
PWR;01-Aug-05;680
PWR;01-Sep-05;690
PWR;01-Oct-05;700
PWR;01-Nov-05;710
PWR;01-Dec-05;720
PWR;01-Jan-06;730
PWR;01-Feb-06;740
PWR;01-Mar-06;750
PWR;01-Apr-06;760
PWR;01-May-06;770
PWR;01-Jun-06;780
PWR;01-Jul-06;790
PWR;01-Aug-06;800
PWR;01-Sep-06;810
PWR;01-Oct-06;820
PWR;01-Nov-06;830
PWR;01-Dec-06;840
PWR;01-Jan-07;850
PWR;01-Feb-07;860
PWR;01-Mar-07;870
PWR;01-Apr-07;880
PWR;01-May-07;890
PWR;01-Jun-07;900
PWR;01-Jul-07;910
PWR;01-Aug-07;920
PWR;01-Sep-07;930
PWR;01-Oct-07;940
PWR;01-Nov-07;950
PWR;01-Dec-07;960
PWR;01-Jan-08;970
PWR;01-Feb-08;980
PWR;01-Mar-08;990
PWR;01-Apr-08;1000
PWR;01-May-08;1010
PWR;01-Jun-08;1020
PWR;01-Jul-08;1030
PWR;01-Aug-08;1040
PWR;01-Sep-08;1050
PWR;01-Oct-08;1060
PWR;01-Nov-08;1070
PWR;01-Dec-08;1080
PWR;01-Jan-09;1090
PWR;01-Feb-09;1100
PWR;01-Mar-09;1110
PWR;01-Apr-09;1120
PWR;01-May-09;1130
PWR;01-Jun-09;1140
PWR;01-Jul-09;1150
PWR;01-Aug-09;1160
PWR;01-Sep-09;1170
PWR;01-Oct-09;1180
PWR;01-Nov-09;1190
PWR;01-Dec-09;1200
PWR;01-Jan-10;1210
PWR;01-Feb-10;1220
PWR;01-Mar-10;1230
PWR;01-Apr-10;1240
PWR;01-May-10;1250
PWR;01-Jun-10;1260
PWR;01-Jul-10;1250
PWR;01-Aug-10;1240
PWR;01-Sep-10;1230
PWR;01-Oct-10;1220
PWR;01-Nov-10;1210
PWR;01-Dec-10;1200
PWR;01-Jan-11;1190
PWR;01-Feb-11;1180
PWR;01-Mar-11;1170
PWR;01-Apr-11;1160
PWR;01-May-11;1150
PWR;01-Jun-11;1140
PWR;01-Jul-11;1130
PWR;01-Aug-11;1120
PWR;01-Sep-11;1110
PWR;01-Oct-11;1100
PWR;01-Nov-11;1090
PWR;01-Dec-11;1080
PWR;01-Jan-12;1070
PWR;01-Feb-12;1060
PWR;01-Mar-12;1050
PWR;01-Apr-12;1040
PWR;01-May-12;1030
PWR;01-Jun-12;1020
PWR;01-Jul-12;1010
PWR;01-Aug-12;1000
PWR;01-Sep-12;990
PWR;01-Oct-12;980
PWR;01-Nov-12;970
PWR;01-Dec-12;960
PWR;01-Jan-13;950
PWR;01-Feb-13;940
PWR;01-Mar-13;930
PWR;01-Apr-13;920
PWR;01-May-13;910
PWR;01-Jun-13;900
PWR;01-Jul-13;890
PWR;01-Aug-13;880
PWR;01-Sep-13;870
PWR;01-Oct-13;860
PWR;01-Nov-13;850
PWR;01-Dec-13;840
PWR;01-Jan-14;830
PWR;01-Feb-14;820
PWR;01-Mar-14;810
PWR;01-Apr-14;800
PWR;01-May-14;790
PWR;01-Jun-14;780
PWR;01-Jul-14;770
PWR;01-Aug-14;760
PWR;01-Sep-14;750
PWR;01-Oct-14;740
PWR;01-Nov-14;730
PWR;01-Dec-14;720
PWR;01-Jan-15;710
PWR;01-Feb-15;700
PWR;01-Mar-15;690
PWR;01-Apr-15;680
PWR;01-May-15;670
PWR;01-Jun-15;660
PWR;01-Jul-15;650
PWR;01-Aug-15;640
PWR;01-Sep-15;630
PWR;01-Oct-15;620
PWR;01-Nov-15;610
PWR;01-Dec-15;600
PWR;01-Jan-16;590
PWR;01-Feb-16;580
PWR;01-Mar-16;570
PWR;01-Apr-16;560
PWR;01-May-16;550
PWR;01-Jun-16;540
PWR;01-Jul-16;530
PWR;01-Aug-16;520
PWR;01-Sep-16;510
PWR;01-Oct-16;500
PWR;01-Nov-16;490
PWR;01-Dec-16;480
PWR;01-Jan-17;470
PWR;01-Feb-17;460
PWR;01-Mar-17;450
PWR;01-Apr-17;440
PWR;01-May-17;430
PWR;01-Jun-17;420
PWR;01-Jul-17;410
PWR;01-Aug-17;400
PWR;01-Sep-17;390
PWR;01-Oct-17;380
PWR;01-Nov-17;370
PWR;01-Dec-17;360
PWR;01-Jan-18;350
PWR;01-Feb-18;340
PWR;01-Mar-18;330
PWR;01-Apr-18;320
PWR;01-May-18;310
PWR;01-Jun-18;300
PWR;01-Jul-18;290
PWR;01-Aug-18;280
PWR;01-Sep-18;270
PWR;01-Oct-18;260
PWR;01-Nov-18;250
PWR;01-Dec-18;240
PWR;01-Jan-19;230
PWR;01-Feb-19;220
PWR;01-Mar-19;210
PWR;01-Apr-19;200
PWR;01-May-19;190
PWR;01-Jun-19;180
PWR;01-Jul-19;170
PWR;01-Aug-19;160
PWR;01-Sep-19;150
PWR;01-Oct-19;140
PWR;01-Nov-19;130
PWR;01-Dec-19;120
PWR;01-Jan-20;110
PWR;01-Feb-20;100
PWR;01-Mar-20;90
PWR;01-Apr-20;80
PWR;01-May-20;70
PWR;01-Jun-20;60
PWR;01-Jul-20;50
PWR;01-Aug-20;40
PWR;01-Sep-20;30
PWR;01-Oct-20;20
MECH;01-Jan-00;10
MECH;01-Feb-00;20
MECH;01-Mar-00;30
MECH;01-Apr-00;40
MECH;01-May-00;50
MECH;01-Jun-00;60
MECH;01-Jul-00;70
MECH;01-Aug-00;80
MECH;01-Sep-00;90
MECH;01-Oct-00;100
MECH;01-Nov-00;110
MECH;01-Dec-00;120
MECH;01-Jan-01;130
MECH;01-Feb-01;140
MECH;01-Mar-01;150
MECH;01-Apr-01;160
MECH;01-May-01;170
MECH;01-Jun-01;180
MECH;01-Jul-01;190
MECH;01-Aug-01;200
MECH;01-Sep-01;210
MECH;01-Oct-01;220
MECH;01-Nov-01;230
MECH;01-Dec-01;240
MECH;01-Jan-02;250
MECH;01-Feb-02;260
MECH;01-Mar-02;270
MECH;01-Apr-02;280
MECH;01-May-02;290
MECH;01-Jun-02;300
MECH;01-Jul-02;310
MECH;01-Aug-02;320
MECH;01-Sep-02;330
MECH;01-Oct-02;340
MECH;01-Nov-02;350
MECH;01-Dec-02;360
MECH;01-Jan-03;370
MECH;01-Feb-03;380
MECH;01-Mar-03;390
MECH;01-Apr-03;400
MECH;01-May-03;410
MECH;01-Jun-03;420
MECH;01-Jul-03;430
MECH;01-Aug-03;440
MECH;01-Sep-03;450
MECH;01-Oct-03;460
MECH;01-Nov-03;470
MECH;01-Dec-03;480
MECH;01-Jan-04;490
MECH;01-Feb-04;500
MECH;01-Mar-04;510
MECH;01-Apr-04;520
MECH;01-May-04;530
MECH;01-Jun-04;540
MECH;01-Jul-04;550
MECH;01-Aug-04;560
MECH;01-Sep-04;570
MECH;01-Oct-04;580
MECH;01-Nov-04;590
MECH;01-Dec-04;600
MECH;01-Jan-05;610
MECH;01-Feb-05;620
MECH;01-Mar-05;630
MECH;01-Apr-05;640
MECH;01-May-05;650
MECH;01-Jun-05;660
MECH;01-Jul-05;670
MECH;01-Aug-05;680
MECH;01-Sep-05;690
MECH;01-Oct-05;700
MECH;01-Nov-05;710
MECH;01-Dec-05;720
MECH;01-Jan-06;730
MECH;01-Feb-06;740
MECH;01-Mar-06;750
MECH;01-Apr-06;760
MECH;01-May-06;770
MECH;01-Jun-06;780
MECH;01-Jul-06;790
MECH;01-Aug-06;800
MECH;01-Sep-06;810
MECH;01-Oct-06;820
MECH;01-Nov-06;830
MECH;01-Dec-06;840
MECH;01-Jan-07;850
MECH;01-Feb-07;860
MECH;01-Mar-07;870
MECH;01-Apr-07;880
MECH;01-May-07;890
MECH;01-Jun-07;900
MECH;01-Jul-07;910
MECH;01-Aug-07;920
MECH;01-Sep-07;930
MECH;01-Oct-07;940
MECH;01-Nov-07;950
MECH;01-Dec-07;960
MECH;01-Jan-08;970
MECH;01-Feb-08;980
MECH;01-Mar-08;990
MECH;01-Apr-08;1000
MECH;01-May-08;1010
MECH;01-Jun-08;1020
MECH;01-Jul-08;1030
MECH;01-Aug-08;1040
MECH;01-Sep-08;1050
MECH;01-Oct-08;1060
MECH;01-Nov-08;1070
MECH;01-Dec-08;1080
MECH;01-Jan-09;1090
MECH;01-Feb-09;1100
MECH;01-Mar-09;1110
MECH;01-Apr-09;1120
MECH;01-May-09;1130
MECH;01-Jun-09;1140
MECH;01-Jul-09;1150
MECH;01-Aug-09;1160
MECH;01-Sep-09;1170
MECH;01-Oct-09;1180
MECH;01-Nov-09;1190
MECH;01-Dec-09;1200
MECH;01-Jan-10;1210
MECH;01-Feb-10;1220
MECH;01-Mar-10;1230
MECH;01-Apr-10;1240
MECH;01-May-10;1250
MECH;01-Jun-10;1260
MECH;01-Jul-10;1250
MECH;01-Aug-10;1240
MECH;01-Sep-10;1230
MECH;01-Oct-10;1220
MECH;01-Nov-10;1210
MECH;01-Dec-10;1200
MECH;01-Jan-11;1190
MECH;01-Feb-11;1180
MECH;01-Mar-11;1170
MECH;01-Apr-11;1160
MECH;01-May-11;1150
MECH;01-Jun-11;1140
MECH;01-Jul-11;1130
MECH;01-Aug-11;1120
MECH;01-Sep-11;1110
MECH;01-Oct-11;1100
MECH;01-Nov-11;1090
MECH;01-Dec-11;1080
MECH;01-Jan-12;1070
MECH;01-Feb-12;1060
MECH;01-Mar-12;1050
MECH;01-Apr-12;1040
MECH;01-May-12;1030
MECH;01-Jun-12;1020
MECH;01-Jul-12;1010
MECH;01-Aug-12;1000
MECH;01-Sep-12;990
MECH;01-Oct-12;980
MECH;01-Nov-12;970
MECH;01-Dec-12;960
MECH;01-Jan-13;950
MECH;01-Feb-13;940
MECH;01-Mar-13;930
MECH;01-Apr-13;920
MECH;01-May-13;910
MECH;01-Jun-13;900
MECH;01-Jul-13;890
MECH;01-Aug-13;880
MECH;01-Sep-13;870
MECH;01-Oct-13;860
MECH;01-Nov-13;850
MECH;01-Dec-13;840
MECH;01-Jan-14;830
MECH;01-Feb-14;820
MECH;01-Mar-14;810
MECH;01-Apr-14;800
MECH;01-May-14;790
MECH;01-Jun-14;780
MECH;01-Jul-14;770
MECH;01-Aug-14;760
MECH;01-Sep-14;750
MECH;01-Oct-14;740
MECH;01-Nov-14;730
MECH;01-Dec-14;720
MECH;01-Jan-15;710
MECH;01-Feb-15;700
MECH;01-Mar-15;690
MECH;01-Apr-15;680
MECH;01-May-15;670
MECH;01-Jun-15;660
MECH;01-Jul-15;650
MECH;01-Aug-15;640
MECH;01-Sep-15;630
MECH;01-Oct-15;620
MECH;01-Nov-15;610
MECH;01-Dec-15;600
MECH;01-Jan-16;590
MECH;01-Feb-16;580
MECH;01-Mar-16;570
MECH;01-Apr-16;560
MECH;01-May-16;550
MECH;01-Jun-16;540
MECH;01-Jul-16;530
MECH;01-Aug-16;520
MECH;01-Sep-16;510
MECH;01-Oct-16;500
MECH;01-Nov-16;490
MECH;01-Dec-16;480
MECH;01-Jan-17;470
MECH;01-Feb-17;460
MECH;01-Mar-17;450
MECH;01-Apr-17;440
MECH;01-May-17;430
MECH;01-Jun-17;420
MECH;01-Jul-17;410
MECH;01-Aug-17;400
MECH;01-Sep-17;390
MECH;01-Oct-17;380
MECH;01-Nov-17;370
MECH;01-Dec-17;360
MECH;01-Jan-18;350
MECH;01-Feb-18;340
MECH;01-Mar-18;330
MECH;01-Apr-18;320
MECH;01-May-18;310
MECH;01-Jun-18;300
MECH;01-Jul-18;290
MECH;01-Aug-18;280
MECH;01-Sep-18;270
MECH;01-Oct-18;260
MECH;01-Nov-18;250
MECH;01-Dec-18;240
MECH;01-Jan-19;230
MECH;01-Feb-19;220
MECH;01-Mar-19;210
MECH;01-Apr-19;200
MECH;01-May-19;190
MECH;01-Jun-19;180
MECH;01-Jul-19;170
MECH;01-Aug-19;160
MECH;01-Sep-19;150
MECH;01-Oct-19;140
MECH;01-Nov-19;130
MECH;01-Dec-19;120
MECH;01-Jan-20;110
MECH;01-Feb-20;100
MECH;01-Mar-20;90
MECH;01-Apr-20;80
MECH;01-May-20;70
